year,county_id,county_name,condition,nhs_type,deck_area_thou,count_bridges
2005,34005,Burlington,All,NHS,1793.1,108
2005,34005,Burlington,All,Non-NHS,811.9,234
2005,34005,Burlington,Fair,All,1754.3,201
2005,34005,Burlington,Fair,NHS,1237.4,75
2005,34005,Burlington,Fair,Non-NHS,516.9,126
2005,34005,Burlington,Good,All,641.1,97
2005,34005,Burlington,Good,NHS,423.5,24
2005,34005,Burlington,Good,Non-NHS,217.6,73
2005,34005,Burlington,Poor,All,209.5,44
2005,34005,Burlington,Poor,NHS,132.1,9
2005,34005,Burlington,Poor,Non-NHS,77.5,35
2005,34007,Camden,All,All,3796.7,253
2005,34007,Camden,All,NHS,3100,134
2005,34007,Camden,All,Non-NHS,696.7,119
2005,34007,Camden,Fair,All,2872.9,165
2005,34007,Camden,Fair,NHS,2430.9,89
2005,34007,Camden,Fair,Non-NHS,442,76
2005,34007,Camden,Good,All,723.9,64
2005,34007,Camden,Good,NHS,568.9,36
2005,34007,Camden,Good,Non-NHS,155,28
2005,34007,Camden,Poor,All,199.8,24
2005,34007,Camden,Poor,NHS,100.2,9
2005,34007,Camden,Poor,Non-NHS,99.7,15
2005,42029,Chester,All,All,2059.8,605
2005,42029,Chester,All,NHS,736,118
2005,42029,Chester,All,Non-NHS,1323.9,487
2005,42029,Chester,Fair,All,1229.1,364
2005,42029,Chester,Fair,NHS,503.1,79
2005,42029,Chester,Fair,Non-NHS,726,285
2005,42029,Chester,Good,All,597.6,140
2005,42029,Chester,Good,NHS,198.9,31
2005,42029,Chester,Good,Non-NHS,398.8,109
2005,42029,Chester,Poor,All,233.1,101
2005,42029,Chester,Poor,NHS,34,8
2005,42029,Chester,Poor,Non-NHS,199.1,93
2005,42045,Delaware,All,All,3780.1,353
2005,42045,Delaware,All,NHS,2038.8,112
2005,42045,Delaware,All,Non-NHS,1741.3,241
2005,42045,Delaware,Fair,All,2084.1,191
2005,42045,Delaware,Fair,NHS,1024.2,62
2005,42045,Delaware,Fair,Non-NHS,1060,129
2005,42045,Delaware,Good,All,1349.9,108
2005,42045,Delaware,Good,NHS,913.9,42
2005,42045,Delaware,Good,Non-NHS,436,66
2005,42045,Delaware,Poor,All,346.1,54
2005,42045,Delaware,Poor,NHS,100.7,8
2005,42045,Delaware,Poor,Non-NHS,245.4,46
2005,34015,Gloucester,All,All,2445.2,242
2005,34015,Gloucester,All,NHS,1436.9,88
2005,34015,Gloucester,All,Non-NHS,1008.3,154
2005,34015,Gloucester,Fair,All,1433.4,135
2005,34015,Gloucester,Fair,NHS,1098.8,56
2005,34015,Gloucester,Fair,Non-NHS,334.6,79
2005,34015,Gloucester,Good,All,932.8,87
2005,34015,Gloucester,Good,NHS,329.8,28
2005,34015,Gloucester,Good,Non-NHS,603,59
2005,34015,Gloucester,Poor,All,79,20
2005,34015,Gloucester,Poor,NHS,8.3,4
2005,34015,Gloucester,Poor,Non-NHS,70.7,16
2005,34021,Mercer,All,All,2972.3,363
2005,34021,Mercer,All,NHS,1931.1,152
2005,34021,Mercer,All,Non-NHS,1041.2,211
2005,34021,Mercer,Fair,All,1179.8,178
2005,34021,Mercer,Fair,NHS,707.5,71
2005,34021,Mercer,Fair,Non-NHS,472.3,107
2005,34021,Mercer,Good,All,1573.9,128
2005,34021,Mercer,Good,NHS,1152.6,67
2005,34021,Mercer,Good,Non-NHS,421.3,61
2005,34021,Mercer,Poor,All,218.5,57
2005,34021,Mercer,Poor,NHS,71,14
2005,34021,Mercer,Poor,Non-NHS,147.5,43
2005,42091,Montgomery,All,All,5067.4,738
2005,42091,Montgomery,All,NHS,2454.7,169
2005,42091,Montgomery,All,Non-NHS,2612.7,569
2005,42091,Montgomery,Fair,All,2917.5,376
2005,42091,Montgomery,Fair,NHS,1611.2,111
2005,42091,Montgomery,Fair,Non-NHS,1306.3,265
2005,42091,Montgomery,Good,All,1039,156
2005,42091,Montgomery,Good,NHS,283.1,25
2005,42091,Montgomery,Good,Non-NHS,755.9,131
2005,42091,Montgomery,Poor,All,1110.9,206
2005,42091,Montgomery,Poor,NHS,560.4,33
2005,42091,Montgomery,Poor,Non-NHS,550.5,173
2005,42101,Philadelphia,All,All,16360,577
2005,42101,Philadelphia,All,NHS,9572.7,165
2005,42101,Philadelphia,All,Non-NHS,6787.4,412
2005,42101,Philadelphia,Fair,All,10358.9,336
2005,42101,Philadelphia,Fair,NHS,5658,92
2005,42101,Philadelphia,Fair,Non-NHS,4700.9,244
2005,42101,Philadelphia,Good,All,1785.1,95
2005,42101,Philadelphia,Good,NHS,828.9,21
2005,42101,Philadelphia,Good,Non-NHS,956.1,74
2005,42101,Philadelphia,Poor,All,4216.1,146
2005,42101,Philadelphia,Poor,NHS,3085.7,52
2005,42101,Philadelphia,Poor,Non-NHS,1130.4,94
2006,42017,Bucks,All,All,3946.2,645
2006,42017,Bucks,All,NHS,1221.5,126
2006,42017,Bucks,All,Non-NHS,2724.7,519
2006,42017,Bucks,Fair,All,2828.1,388
2006,42017,Bucks,Fair,NHS,773.2,87
2006,42017,Bucks,Fair,Non-NHS,2054.9,301
2006,42017,Bucks,Good,All,359.3,78
2006,42017,Bucks,Good,NHS,104.2,8
2006,42017,Bucks,Good,Non-NHS,255.2,70
2006,42017,Bucks,Poor,All,758.8,179
2006,42017,Bucks,Poor,NHS,344.2,31
2006,42017,Bucks,Poor,Non-NHS,414.6,148
2006,34005,Burlington,All,All,2606.8,336
2006,34005,Burlington,All,NHS,1763.6,106
2006,34005,Burlington,All,Non-NHS,843.2,230
2006,34005,Burlington,Fair,All,1756.1,200
2006,34005,Burlington,Fair,NHS,1204.4,72
2006,34005,Burlington,Fair,Non-NHS,551.8,128
2006,34005,Burlington,Good,All,654.8,100
2006,34005,Burlington,Good,NHS,428.3,26
2006,34005,Burlington,Good,Non-NHS,226.5,74
2006,34005,Burlington,Poor,All,195.8,36
2006,34005,Burlington,Poor,NHS,130.9,8
2006,34005,Burlington,Poor,Non-NHS,64.9,28
2006,34007,Camden,All,All,3800,252
2006,34007,Camden,All,NHS,3146.5,136
2006,34007,Camden,All,Non-NHS,653.5,116
2006,34007,Camden,Fair,All,2872.2,160
2006,34007,Camden,Fair,NHS,2419,87
2006,34007,Camden,Fair,Non-NHS,453.1,73
2006,34007,Camden,Good,All,736.3,70
2006,34007,Camden,Good,NHS,611.8,39
2006,34007,Camden,Good,Non-NHS,124.5,31
2006,34007,Camden,Poor,All,191.5,22
2006,34007,Camden,Poor,NHS,115.7,10
2006,34007,Camden,Poor,Non-NHS,75.9,12
2006,42029,Chester,All,All,2074.5,606
2006,42029,Chester,All,NHS,738.8,119
2006,42029,Chester,All,Non-NHS,1335.6,487
2006,42029,Chester,Fair,All,1201,358
2006,42029,Chester,Fair,NHS,484.3,77
2006,42029,Chester,Fair,Non-NHS,716.7,281
2006,42029,Chester,Good,All,609.3,144
2006,42029,Chester,Good,NHS,188.5,30
2006,42029,Chester,Good,Non-NHS,420.7,114
2006,42029,Chester,Poor,All,264.2,104
2006,42029,Chester,Poor,NHS,66,12
2006,42029,Chester,Poor,Non-NHS,198.2,92
2006,42045,Delaware,All,All,3780.1,353
2006,42045,Delaware,All,NHS,2038.8,112
2006,42045,Delaware,All,Non-NHS,1741.3,241
2006,42045,Delaware,Fair,All,2063.8,188
2006,42045,Delaware,Fair,NHS,1022.3,61
2006,42045,Delaware,Fair,Non-NHS,1041.5,127
2006,42045,Delaware,Good,All,1360.3,110
2006,42045,Delaware,Good,NHS,915.8,43
2006,42045,Delaware,Good,Non-NHS,444.5,67
2006,42045,Delaware,Poor,All,356,55
2006,42045,Delaware,Poor,NHS,100.7,8
2006,42045,Delaware,Poor,Non-NHS,255.3,47
2006,34015,Gloucester,All,All,2450.2,244
2006,34015,Gloucester,All,NHS,1427.6,86
2006,34015,Gloucester,All,Non-NHS,1022.5,158
2006,34015,Gloucester,Fair,All,1415,134
2006,34015,Gloucester,Fair,NHS,1070.3,54
2006,34015,Gloucester,Fair,Non-NHS,344.7,80
2006,34015,Gloucester,Good,All,940,89
2006,34015,Gloucester,Good,NHS,334.1,28
2006,34015,Gloucester,Good,Non-NHS,605.8,61
2006,34015,Gloucester,Poor,All,95.2,21
2006,34015,Gloucester,Poor,NHS,23.2,4
2006,34015,Gloucester,Poor,Non-NHS,72,17
2006,34021,Mercer,All,All,3004.6,365
2006,34021,Mercer,All,NHS,1940.7,153
2006,34021,Mercer,All,Non-NHS,1063.9,212
2006,34021,Mercer,Fair,All,1195,180
2006,34021,Mercer,Fair,NHS,710.3,71
2006,34021,Mercer,Fair,Non-NHS,484.6,109
2006,34021,Mercer,Good,All,1590.5,128
2006,34021,Mercer,Good,NHS,1159.3,68
2006,34021,Mercer,Good,Non-NHS,431.1,60
2006,34021,Mercer,Poor,All,219.2,57
2006,34021,Mercer,Poor,NHS,71,14
2006,34021,Mercer,Poor,Non-NHS,148.1,43
2006,42091,Montgomery,All,All,5050.6,735
2006,42091,Montgomery,All,NHS,2452.2,168
2006,42091,Montgomery,All,Non-NHS,2598.5,567
2006,42091,Montgomery,Fair,All,2926.7,375
2006,42091,Montgomery,Fair,NHS,1572.2,110
2006,42091,Montgomery,Fair,Non-NHS,1354.5,265
2006,42091,Montgomery,Good,All,873,151
2006,42091,Montgomery,Good,NHS,189.9,23
2006,42091,Montgomery,Good,Non-NHS,683.1,128
2006,42091,Montgomery,Poor,All,1250.9,209
2006,42091,Montgomery,Poor,NHS,690,35
2006,42091,Montgomery,Poor,Non-NHS,560.9,174
2006,42101,Philadelphia,All,All,16313.8,575
2006,42101,Philadelphia,All,NHS,9526.6,163
2006,42101,Philadelphia,All,Non-NHS,6787.3,412
2006,42101,Philadelphia,Fair,All,10371.5,336
2006,42101,Philadelphia,Fair,NHS,5673.8,93
2006,42101,Philadelphia,Fair,Non-NHS,4697.7,243
2006,42101,Philadelphia,Good,All,1784.3,95
2006,42101,Philadelphia,Good,NHS,828.2,21
2006,42101,Philadelphia,Good,Non-NHS,956.1,74
2006,42101,Philadelphia,Poor,All,4158,144
2006,42101,Philadelphia,Poor,NHS,3024.6,49
2006,42101,Philadelphia,Poor,Non-NHS,1133.4,95
2007,42017,Bucks,All,All,4004.7,648
2007,42017,Bucks,All,NHS,1136.4,123
2007,42017,Bucks,All,Non-NHS,2868.2,525
2007,42017,Bucks,Fair,All,2869.7,388
2007,42017,Bucks,Fair,NHS,767.8,85
2007,42017,Bucks,Fair,Non-NHS,2101.9,303
2007,42017,Bucks,Good,All,329.1,73
2007,42017,Bucks,Good,NHS,35.8,6
2007,42017,Bucks,Good,Non-NHS,293.2,67
2007,42017,Bucks,Poor,All,805.9,187
2007,42017,Bucks,Poor,NHS,332.8,32
2007,42017,Bucks,Poor,Non-NHS,473.1,155
2007,34005,Burlington,All,All,2594.2,334
2007,34005,Burlington,All,NHS,1754.9,104
2007,34005,Burlington,All,Non-NHS,839.3,230
2007,34005,Burlington,Fair,All,1873.6,205
2007,34005,Burlington,Fair,NHS,1317.3,74
2007,34005,Burlington,Fair,Non-NHS,556.3,131
2007,34005,Burlington,Good,All,538.5,97
2007,34005,Burlington,Good,NHS,316.3,24
2007,34005,Burlington,Good,Non-NHS,222.3,73
2007,34005,Burlington,Poor,All,182.1,32
2007,34005,Burlington,Poor,NHS,121.3,6
2007,34005,Burlington,Poor,Non-NHS,60.7,26
2007,34007,Camden,All,All,3807.4,252
2007,34007,Camden,All,NHS,3153.5,136
2007,34007,Camden,All,Non-NHS,653.8,116
2007,34007,Camden,Fair,All,3019.6,165
2007,34007,Camden,Fair,NHS,2571.5,93
2007,34007,Camden,Fair,Non-NHS,448.1,72
2007,34007,Camden,Good,All,569.7,61
2007,34007,Camden,Good,NHS,451.5,32
2007,34007,Camden,Good,Non-NHS,118.2,29
2007,34007,Camden,Poor,All,218.1,26
2007,34007,Camden,Poor,NHS,130.6,11
2007,34007,Camden,Poor,Non-NHS,87.5,15
2007,42029,Chester,All,All,2078.6,605
2007,42029,Chester,All,NHS,735.6,116
2007,42029,Chester,All,Non-NHS,1342.9,489
2007,42029,Chester,Fair,All,1178.7,357
2007,42029,Chester,Fair,NHS,431.6,69
2007,42029,Chester,Fair,Non-NHS,747.1,288
2007,42029,Chester,Good,All,589,143
2007,42029,Chester,Good,NHS,190.1,30
2007,42029,Chester,Good,Non-NHS,398.9,113
2007,42029,Chester,Poor,All,310.9,105
2007,42029,Chester,Poor,NHS,114,17
2007,42029,Chester,Poor,Non-NHS,196.9,88
2007,42045,Delaware,All,All,3799.8,355
2007,42045,Delaware,All,NHS,2038.8,112
2007,42045,Delaware,All,Non-NHS,1761,243
2007,42045,Delaware,Fair,All,2105.5,184
2007,42045,Delaware,Fair,NHS,1005.2,58
2007,42045,Delaware,Fair,Non-NHS,1100.3,126
2007,42045,Delaware,Good,All,1408.1,113
2007,42045,Delaware,Good,NHS,970,46
2007,42045,Delaware,Good,Non-NHS,438.1,67
2007,42045,Delaware,Poor,All,286.3,58
2007,42045,Delaware,Poor,NHS,63.7,8
2007,42045,Delaware,Poor,Non-NHS,222.6,50
2007,34015,Gloucester,All,All,2449.6,243
2007,34015,Gloucester,All,NHS,1415.2,82
2007,34015,Gloucester,All,Non-NHS,1034.3,161
2007,34015,Gloucester,Fair,All,1463.8,136
2007,34015,Gloucester,Fair,NHS,1072,53
2007,34015,Gloucester,Fair,Non-NHS,391.8,83
2007,34015,Gloucester,Good,All,915.4,89
2007,34015,Gloucester,Good,NHS,321.7,27
2007,34015,Gloucester,Good,Non-NHS,593.7,62
2007,34015,Gloucester,Poor,All,70.3,18
2007,34015,Gloucester,Poor,NHS,21.5,2
2007,34015,Gloucester,Poor,Non-NHS,48.8,16
2007,34021,Mercer,All,All,3017.9,365
2007,34021,Mercer,All,NHS,1933.6,152
2007,34021,Mercer,All,Non-NHS,1084.2,213
2007,34021,Mercer,Fair,All,1224.6,185
2007,34021,Mercer,Fair,NHS,740.4,77
2007,34021,Mercer,Fair,Non-NHS,484.2,108
2007,34021,Mercer,Good,All,1595.9,127
2007,34021,Mercer,Good,NHS,1145.2,66
2007,34021,Mercer,Good,Non-NHS,450.6,61
2007,34021,Mercer,Poor,All,197.5,53
2007,34021,Mercer,Poor,NHS,48,9
2007,34021,Mercer,Poor,Non-NHS,149.4,44
2007,42091,Montgomery,All,All,5085.7,738
2007,42091,Montgomery,All,NHS,2384.8,153
2007,42091,Montgomery,All,Non-NHS,2700.9,585
2007,42091,Montgomery,Fair,All,2696,367
2007,42091,Montgomery,Fair,NHS,1306.5,97
2007,42091,Montgomery,Fair,Non-NHS,1389.5,270
2007,42091,Montgomery,Good,All,938.7,154
2007,42091,Montgomery,Good,NHS,221.1,26
2007,42091,Montgomery,Good,Non-NHS,717.6,128
2007,42091,Montgomery,Poor,All,1451,217
2007,42091,Montgomery,Poor,NHS,857.2,30
2007,42091,Montgomery,Poor,Non-NHS,593.8,187
2007,42101,Philadelphia,All,All,16944.7,584
2007,42101,Philadelphia,All,NHS,9491.1,147
2007,42101,Philadelphia,All,Non-NHS,7453.5,437
2007,42101,Philadelphia,Fair,All,11224,341
2007,42101,Philadelphia,Fair,NHS,6154.5,90
2007,42101,Philadelphia,Fair,Non-NHS,5069.5,251
2007,42101,Philadelphia,Good,All,1861.1,97
2007,42101,Philadelphia,Good,NHS,808.9,18
2007,42101,Philadelphia,Good,Non-NHS,1052.3,79
2007,42101,Philadelphia,Poor,All,3859.5,146
2007,42101,Philadelphia,Poor,NHS,2527.7,39
2007,42101,Philadelphia,Poor,Non-NHS,1331.8,107
2008,42017,Bucks,All,All,3493.1,648
2008,42017,Bucks,All,NHS,1165.1,124
2008,42017,Bucks,All,Non-NHS,2328,524
2008,42017,Bucks,Fair,All,2163.1,374
2008,42017,Bucks,Fair,NHS,784.1,85
2008,42017,Bucks,Fair,Non-NHS,1379,289
2008,42017,Bucks,Good,All,284.8,77
2008,42017,Bucks,Good,NHS,42,7
2008,42017,Bucks,Good,Non-NHS,242.8,70
2008,42017,Bucks,Poor,All,1045.2,197
2008,42017,Bucks,Poor,NHS,339,32
2008,42017,Bucks,Poor,Non-NHS,706.2,165
2008,34005,Burlington,All,All,2676.5,334
2008,34005,Burlington,All,NHS,1803.4,103
2008,34005,Burlington,All,Non-NHS,873.1,231
2008,34005,Burlington,Fair,All,1969.9,206
2008,34005,Burlington,Fair,NHS,1370.8,70
2008,34005,Burlington,Fair,Non-NHS,599.1,136
2008,34005,Burlington,Good,All,576.8,97
2008,34005,Burlington,Good,NHS,349.1,27
2008,34005,Burlington,Good,Non-NHS,227.7,70
2008,34005,Burlington,Poor,All,129.8,31
2008,34005,Burlington,Poor,NHS,83.4,6
2008,34005,Burlington,Poor,Non-NHS,46.3,25
2008,34007,Camden,All,All,3816.6,251
2008,34007,Camden,All,NHS,3160.9,136
2008,34007,Camden,All,Non-NHS,655.8,115
2008,34007,Camden,Fair,All,3149.1,170
2008,34007,Camden,Fair,NHS,2676.5,93
2008,34007,Camden,Fair,Non-NHS,472.6,77
2008,34007,Camden,Good,All,471.1,59
2008,34007,Camden,Good,NHS,353.2,33
2008,34007,Camden,Good,Non-NHS,117.9,26
2008,34007,Camden,Poor,All,196.4,22
2008,34007,Camden,Poor,NHS,131.1,10
2008,34007,Camden,Poor,Non-NHS,65.3,12
2008,42029,Chester,All,All,2072,608
2008,42029,Chester,All,NHS,738.4,118
2008,42029,Chester,All,Non-NHS,1333.6,490
2008,42029,Chester,Fair,All,1219,348
2008,42029,Chester,Fair,NHS,448.7,73
2008,42029,Chester,Fair,Non-NHS,770.3,275
2008,42029,Chester,Good,All,557.4,143
2008,42029,Chester,Good,NHS,193.8,30
2008,42029,Chester,Good,Non-NHS,363.5,113
2008,42029,Chester,Poor,All,295.6,117
2008,42029,Chester,Poor,NHS,95.8,15
2008,42029,Chester,Poor,Non-NHS,199.8,102
2008,42045,Delaware,All,All,3805.8,355
2008,42045,Delaware,All,NHS,2046.3,113
2008,42045,Delaware,All,Non-NHS,1759.5,242
2008,42045,Delaware,Fair,All,2119.6,182
2008,42045,Delaware,Fair,NHS,1011.2,60
2008,42045,Delaware,Fair,Non-NHS,1108.4,122
2008,42045,Delaware,Good,All,1416.1,114
2008,42045,Delaware,Good,NHS,976.4,46
2008,42045,Delaware,Good,Non-NHS,439.7,68
2008,42045,Delaware,Poor,All,270,59
2008,42045,Delaware,Poor,NHS,58.7,7
2008,42045,Delaware,Poor,Non-NHS,211.4,52
2008,34015,Gloucester,All,All,2448.2,243
2008,34015,Gloucester,All,NHS,1446.8,83
2008,34015,Gloucester,All,Non-NHS,1001.4,160
2008,34015,Gloucester,Fair,All,1462.5,136
2008,34015,Gloucester,Fair,NHS,1070.9,53
2008,34015,Gloucester,Fair,Non-NHS,391.5,83
2008,34015,Gloucester,Good,All,915.4,89
2008,34015,Gloucester,Good,NHS,354.3,28
2008,34015,Gloucester,Good,Non-NHS,561.1,61
2008,34015,Gloucester,Poor,All,70.3,18
2008,34015,Gloucester,Poor,NHS,21.5,2
2008,34015,Gloucester,Poor,Non-NHS,48.8,16
2008,34021,Mercer,All,All,3023.2,367
2008,34021,Mercer,All,NHS,1945.4,156
2008,34021,Mercer,All,Non-NHS,1077.8,211
2008,34021,Mercer,Fair,All,1255.3,186
2008,34021,Mercer,Fair,NHS,770.9,81
2008,34021,Mercer,Fair,Non-NHS,484.5,105
2008,34021,Mercer,Good,All,1570.5,131
2008,34021,Mercer,Good,NHS,1116.7,65
2008,34021,Mercer,Good,Non-NHS,453.8,66
2008,34021,Mercer,Poor,All,197.4,50
2008,34021,Mercer,Poor,NHS,57.8,10
2008,34021,Mercer,Poor,Non-NHS,139.6,40
2008,42091,Montgomery,All,All,5124.3,741
2008,42091,Montgomery,All,NHS,2409.6,153
2008,42091,Montgomery,All,Non-NHS,2714.7,588
2008,42091,Montgomery,Fair,All,2880.8,368
2008,42091,Montgomery,Fair,NHS,1526.3,100
2008,42091,Montgomery,Fair,Non-NHS,1354.5,268
2008,42091,Montgomery,Good,All,936.7,152
2008,42091,Montgomery,Good,NHS,209,23
2008,42091,Montgomery,Good,Non-NHS,727.7,129
2008,42091,Montgomery,Poor,All,1306.8,221
2008,42091,Montgomery,Poor,NHS,674.2,30
2008,42091,Montgomery,Poor,Non-NHS,632.5,191
2008,42101,Philadelphia,All,All,17036.1,584
2008,42101,Philadelphia,All,NHS,10154.1,151
2008,42101,Philadelphia,All,Non-NHS,6882,433
2008,42101,Philadelphia,Fair,All,11374.6,339
2008,42101,Philadelphia,Fair,NHS,6789.6,91
2008,42101,Philadelphia,Fair,Non-NHS,4585,248
2008,42101,Philadelphia,Good,All,1824.8,95
2008,42101,Philadelphia,Good,NHS,808.9,18
2008,42101,Philadelphia,Good,Non-NHS,1015.9,77
2008,42101,Philadelphia,Poor,All,3836.7,150
2008,42101,Philadelphia,Poor,NHS,2555.6,42
2008,42101,Philadelphia,Poor,Non-NHS,1281.1,108
2009,42017,Bucks,All,All,3496.7,650
2009,42017,Bucks,All,NHS,1552.6,150
2009,42017,Bucks,All,Non-NHS,1944.1,500
2009,42017,Bucks,Fair,All,2290.8,369
2009,42017,Bucks,Fair,NHS,1154.1,104
2009,42017,Bucks,Fair,Non-NHS,1136.7,265
2009,42017,Bucks,Good,All,334.6,90
2009,42017,Bucks,Good,NHS,77.2,12
2009,42017,Bucks,Good,Non-NHS,257.4,78
2009,42017,Bucks,Poor,All,871.3,191
2009,42017,Bucks,Poor,NHS,321.3,34
2009,42017,Bucks,Poor,Non-NHS,550.1,157
2009,34005,Burlington,All,All,2596.6,334
2009,34005,Burlington,All,NHS,1752.5,104
2009,34005,Burlington,All,Non-NHS,844.1,230
2009,34005,Burlington,Fair,All,1948.2,209
2009,34005,Burlington,Fair,NHS,1364.5,72
2009,34005,Burlington,Fair,Non-NHS,583.8,137
2009,34005,Burlington,Good,All,583.5,97
2009,34005,Burlington,Good,NHS,375.5,29
2009,34005,Burlington,Good,Non-NHS,208,68
2009,34005,Burlington,Poor,All,64.9,28
2009,34005,Burlington,Poor,NHS,12.6,3
2009,34005,Burlington,Poor,Non-NHS,52.3,25
2009,34007,Camden,All,All,3817.5,251
2009,34007,Camden,All,NHS,3161.7,136
2009,34007,Camden,All,Non-NHS,655.8,115
2009,34007,Camden,Fair,All,3046.1,168
2009,34007,Camden,Fair,NHS,2584,93
2009,34007,Camden,Fair,Non-NHS,462.1,75
2009,34007,Camden,Good,All,519.9,60
2009,34007,Camden,Good,NHS,394.1,33
2009,34007,Camden,Good,Non-NHS,125.8,27
2009,34007,Camden,Poor,All,251.5,23
2009,34007,Camden,Poor,NHS,183.7,10
2009,34007,Camden,Poor,Non-NHS,67.9,13
2009,42029,Chester,All,All,2037,606
2009,42029,Chester,All,NHS,884.1,141
2009,42029,Chester,All,Non-NHS,1153,465
2009,42029,Chester,Fair,All,1208.2,330
2009,42029,Chester,Fair,NHS,571.6,90
2009,42029,Chester,Fair,Non-NHS,636.6,240
2009,42029,Chester,Good,All,548.2,141
2009,42029,Chester,Good,NHS,226.6,33
2009,42029,Chester,Good,Non-NHS,321.6,108
2009,42029,Chester,Poor,All,280.6,135
2009,42029,Chester,Poor,NHS,85.8,18
2009,42029,Chester,Poor,Non-NHS,194.7,117
2009,42045,Delaware,All,All,3806.5,356
2009,42045,Delaware,All,NHS,2054.1,115
2009,42045,Delaware,All,Non-NHS,1752.4,241
2009,42045,Delaware,Fair,All,2112,181
2009,42045,Delaware,Fair,NHS,1016.2,62
2009,42045,Delaware,Fair,Non-NHS,1095.7,119
2009,42045,Delaware,Good,All,1414.1,113
2009,42045,Delaware,Good,NHS,972.6,45
2009,42045,Delaware,Good,Non-NHS,441.5,68
2009,42045,Delaware,Poor,All,280.4,62
2009,42045,Delaware,Poor,NHS,65.2,8
2009,42045,Delaware,Poor,Non-NHS,215.2,54
2009,34015,Gloucester,All,All,2448,242
2009,34015,Gloucester,All,NHS,1473.5,82
2009,34015,Gloucester,All,Non-NHS,974.5,160
2009,34015,Gloucester,Fair,All,1465.2,133
2009,34015,Gloucester,Fair,NHS,1095.5,53
2009,34015,Gloucester,Fair,Non-NHS,369.8,80
2009,34015,Gloucester,Good,All,892,91
2009,34015,Gloucester,Good,NHS,356.5,27
2009,34015,Gloucester,Good,Non-NHS,535.5,64
2009,34015,Gloucester,Poor,All,90.8,18
2009,34015,Gloucester,Poor,NHS,21.5,2
2009,34015,Gloucester,Poor,Non-NHS,69.3,16
2009,34021,Mercer,All,All,3024,367
2009,34021,Mercer,All,NHS,1946,155
2009,34021,Mercer,All,Non-NHS,1078,212
2009,34021,Mercer,Fair,All,1286.2,193
2009,34021,Mercer,Fair,NHS,736.1,79
2009,34021,Mercer,Fair,Non-NHS,550.1,114
2009,34021,Mercer,Good,All,1552.1,128
2009,34021,Mercer,Good,NHS,1153.1,66
2009,34021,Mercer,Good,Non-NHS,399,62
2009,34021,Mercer,Poor,All,185.7,46
2009,34021,Mercer,Poor,NHS,56.8,10
2009,34021,Mercer,Poor,Non-NHS,128.9,36
2009,42091,Montgomery,All,All,5165.5,738
2009,42091,Montgomery,All,NHS,3172.7,215
2009,42091,Montgomery,All,Non-NHS,1992.8,523
2009,42091,Montgomery,Fair,All,2797,341
2009,42091,Montgomery,Fair,NHS,1843.4,130
2009,42091,Montgomery,Fair,Non-NHS,953.5,211
2009,42091,Montgomery,Good,All,1038.3,153
2009,42091,Montgomery,Good,NHS,542.9,44
2009,42091,Montgomery,Good,Non-NHS,495.4,109
2009,42091,Montgomery,Poor,All,1330.2,244
2009,42091,Montgomery,Poor,NHS,786.4,41
2009,42091,Montgomery,Poor,Non-NHS,543.8,203
2009,42101,Philadelphia,All,All,17032.8,586
2009,42101,Philadelphia,All,NHS,10677.5,161
2009,42101,Philadelphia,All,Non-NHS,6355.4,425
2009,42101,Philadelphia,Fair,All,11439.5,335
2009,42101,Philadelphia,Fair,NHS,7423,95
2009,42101,Philadelphia,Fair,Non-NHS,4016.5,240
2009,42101,Philadelphia,Good,All,1595.9,93
2009,42101,Philadelphia,Good,NHS,632.1,18
2009,42101,Philadelphia,Good,Non-NHS,963.8,75
2009,42101,Philadelphia,Poor,All,3997.5,158
2009,42101,Philadelphia,Poor,NHS,2622.4,48
2009,42101,Philadelphia,Poor,Non-NHS,1375,110
2010,42017,Bucks,All,All,3529,654
2010,42017,Bucks,All,NHS,1785.5,154
2010,42017,Bucks,All,Non-NHS,1743.5,500
2010,42017,Bucks,Fair,All,2261.8,370
2010,42017,Bucks,Fair,NHS,1221.7,108
2010,42017,Bucks,Fair,Non-NHS,1040.1,262
2010,42017,Bucks,Good,All,560.6,94
2010,42017,Bucks,Good,NHS,298.4,14
2010,42017,Bucks,Good,Non-NHS,262.3,80
2010,42017,Bucks,Poor,All,706.6,190
2010,42017,Bucks,Poor,NHS,265.4,32
2010,42017,Bucks,Poor,Non-NHS,441.2,158
2010,34005,Burlington,All,All,2599.2,335
2010,34005,Burlington,All,NHS,1753.4,104
2010,34005,Burlington,All,Non-NHS,845.8,231
2010,34005,Burlington,Fair,All,1886.5,210
2010,34005,Burlington,Fair,NHS,1306.5,70
2010,34005,Burlington,Fair,Non-NHS,580,140
2010,34005,Burlington,Good,All,580.6,97
2010,34005,Burlington,Good,NHS,380,30
2010,34005,Burlington,Good,Non-NHS,200.6,67
2010,34005,Burlington,Poor,All,132.1,28
2010,34005,Burlington,Poor,NHS,66.9,4
2010,34005,Burlington,Poor,Non-NHS,65.3,24
2010,34007,Camden,All,All,3812.7,250
2010,34007,Camden,All,NHS,3161.7,136
2010,34007,Camden,All,Non-NHS,651,114
2010,34007,Camden,Fair,All,3017.8,163
2010,34007,Camden,Fair,NHS,2572.2,90
2010,34007,Camden,Fair,Non-NHS,445.6,73
